OBJECTID,FULL_NAME,Has_MAX_BRT,Shape_Length,SIDEWALK_AREA,SIDEWALK_WIDTH,HOV,IMPACTED,BLOCK_ID,INTEGRATED_LU,GREEN_BUFFER,Start_X,Start_Y,End_X,End_Y
185,16 AV NW,Yes,0.50000001,1.37043794,2.7,,,1,,,-7803.0989,5658985.798,-7803.5989,5658985.798
186,16 AV NW,Yes,0.50000001,1.39003794,2.8,,,1,,,-7802.5989,5658985.798,-7803.0989,5658985.798
187,16 AV NW,Yes,0.50000001,1.40963794,2.8,,,1,,,-7802.0989,5658985.798,-7802.5989,5658985.798
188,16 AV NW,Yes,0.50000001,1.42921297,2.9,,,1,,,-7801.5989,5658985.798,-7802.0989,5658985.798
189,16 AV NW,Yes,0.50000001,1.44923162,2.9,,,1,,,-7801.0989,5658985.798,-7801.5989,5658985.798
190,16 AV NW,Yes,0.50000001,1.429065052,2.9,,,1,,,-7800.5989,5658985.798,-7801.0989,5658985.798
191,16 AV NW,Yes,0.50000001,1.5113201,3,,,1,,,-7800.0989,5658985.798,-7800.5989,5658985.798
192,16 AV NW,Yes,0.5,1.54445655,3.1,,,1,,,-7799.5989,5658985.798,-7800.0989,5658985.798
193,16 AV NW,Yes,0.50000001,1.57732352,3.1,,,1,,,-7799.0989,5658985.798,-7799.5989,5658985.798
194,16 AV NW,Yes,0.5,1.61035,3.2,,,1,,,-7798.5989,5658985.798,-7799.0989,5658985.798
195,16 AV NW,Yes,0.50000001,1.643198485,3.3,,,1,,,-7798.0989,5658985.798,-7798.5989,5658985.798
196,16 AV NW,Yes,0.5,1.67625,3.4,,,1,,,-7797.5989,5658985.798,-7798.0989,5658985.798
197,16 AV NW,Yes,0.50000001,1.70907352,3.4,,,1,,,-7797.0989,5658985.798,-7797.5989,5658985.798
198,16 AV NW,Yes,0.5,1.7421,3.5,,,1,,,-7796.5989,5658985.798,-7797.0989,5658985.798
199,16 AV NW,Yes,0.50000001,1.775740615,3.5,,,1,,,-7796.0989,5658985.798,-7796.5989,5658985.798
200,16 AV NW,Yes,0.50000001,1.847210054,3.7,,,1,,,-7795.5989,5658985.798,-7796.0989,5658985.798
201,16 AV NW,Yes,0.5,2.06566676,4.1,,,1,,,-7795.0989,5658985.798,-7795.5989,5658985.798
202,16 AV NW,Yes,0.50000001,2.593456045,5.2,,,1,,,-7794.5989,5658985.798,-7795.0989,5658985.798
203,16 AV NW,Yes,0.5,2.579,5.2,,,1,,,-7794.0989,5658985.798,-7794.5989,5658985.798
204,16 AV NW,Yes,0.50000001,2.545269435,5.1,,,1,,,-7793.5989,5658985.799,-7794.0989,5658985.798
205,16 AV NW,Yes,0.5,2.5108,5,,,1,,,-7793.0989,5658985.799,-7793.5989,5658985.799
