OBJECTID,TREE_ASSET_CD,ASSET_TYPE,ASSET_SUBTYPE,COMMON_NAME,HORT_CODE,GENUS,SPECIES,CULTIVAR,DBH_CM,MATURE_SIZE,RATING,APPRAISED_VALUE,TREE_CONDITION_RATING_PERC,HERITAGE_TREES,TREE_MAINTENANCE,MAINTAINED_BY,WAM_ID,COMM_CODE,LOCATION_DETAIL,SITE_ELEMENT_TYPE_DESCRIPTION,SITE_ELEMENT_MINORTYPE,HARDWARE,ACTIVE_DT,MODIFIED_DT,X_Point,Y_Point
2,RDL666,TREE,Deciduous,"ELM, BRANDON",ULAMBR,ULMUS,AMERICANA,BRANDON,17,LARGE,100,1839.55,69,N,MAINTAIN TREE,CALGARY PARKS,T-32494521,RDL,16 AV NW,NON TITLED,BVM - BOULEVARD MAJOR,N,2022-11-17,2025-08-29,-5773.2843,5658950.517
3,RDL666,TREE,Deciduous,"ELM, BRANDON",ULAMBR,ULMUS,AMERICANA,BRANDON,28,LARGE,100,4267.21,59,N,MAINTAIN TREE,CALGARY PARKS,T-32454585,RDL,16 AV NW,NON TITLED,BVM - BOULEVARD MAJOR,N,2011-07-26,2025-08-29,-5144.1009,5658950.641
4,HIL666,TREE,Deciduous,"ELM, BRANDON",ULAMBR,ULMUS,AMERICANA,BRANDON,22,LARGE,100,2768.27,62,N,MAINTAIN TREE,CALGARY PARKS,T-32204660,HIL,1301 16 AV NW,NON TITLED,BVM - BOULEVARD MAJOR,N,2011-07-27,2025-08-29,-6533.2399,5658946.239
5,HIL666,TREE,Deciduous,"ELM, BRANDON",ULAMBR,ULMUS,AMERICANA,BRANDON,22,LARGE,100,2768.27,62,N,MAINTAIN TREE,CALGARY PARKS,T-32204673,HIL,1301 16 AV NW,NON TITLED,BVM - BOULEVARD MAJOR,N,2011-07-27,2025-08-29,-6503.6269,5658946.213
6,HIL666,TREE,Deciduous,"ELM, BRANDON",ULAMBR,ULMUS,AMERICANA,BRANDON,10,LARGE,100,565,56,N,ESTABLISH TREE,CALGARY PARKS,T-51071844,HIL,16 AV NW,NON TITLED,BVM - BOULEVARD MAJOR,N,2013-07-09,2025-09-15,-6040.8737,5658950.445
12,RDL666,TREE,Deciduous,"ELM, BRANDON",ULAMBR,ULMUS,AMERICANA,BRANDON,27,LARGE,100,4438.6,66,N,MAINTAIN TREE,CALGARY PARKS,T-32480204,RDL,16 AV NW,NON TITLED,BVM - BOULEVARD MAJOR,N,2011-07-24,2025-08-29,-5389.0232,5658950.602
13,CRE666,TREE,Deciduous,"ELM, BRANDON",ULAMBR,ULMUS,AMERICANA,BRANDON,32,LARGE,100,5155.5,59,N,MAINTAIN TREE,CALGARY PARKS,T-32496457,CRE,16 AV NW,NON TITLED,BVM - BOULEVARD MAJOR,N,2011-07-27,2025-08-29,-4531.6765,5658950.523
14,HIL666,TREE,Deciduous,"ELM, BRANDON",ULAMBR,ULMUS,AMERICANA,BRANDON,24,LARGE,100,3135.07,59,N,MAINTAIN TREE,CALGARY PARKS,T-32488466,HIL,16 AV NW,NON TITLED,BVM - BOULEVARD MAJOR,N,2011-07-24,2025-08-29,-6012.5942,5658948.921
15,CRE666,TREE,Deciduous,"ELM, BRANDON",ULAMBR,ULMUS,AMERICANA,BRANDON,14,LARGE,100,936.58,56,N,MAINTAIN TREE,CALGARY PARKS,T-51071721,CRE,16 AV NW,NON TITLED,BVM - BOULEVARD MAJOR,N,2013-07-12,2025-08-29,-4510.7754,5658950.872
17,RDL666,TREE,Deciduous,"ELM, BRANDON",ULAMBR,ULMUS,AMERICANA,BRANDON,29,LARGE,100,4577.45,59,N,MAINTAIN TREE,CALGARY PARKS,T-32480196,RDL,16 AV NW,NON TITLED,BVM - BOULEVARD MAJOR,N,2011-07-25,2025-08-29,-5614.4604,5658950.598
20,HIL666,TREE,Deciduous,"ELM, BRANDON",ULAMBR,ULMUS,AMERICANA,BRANDON,15,LARGE,100,1286.87,62,N,MAINTAIN TREE,CALGARY PARKS,T-32204658,HIL,1301 16 AV NW,NON TITLED,BVM - BOULEVARD MAJOR,N,2011-07-27,2025-08-29,-6518.6261,5658946.276
21,HIL666,TREE,Deciduous,"ELM, BRANDON",ULAMBR,ULMUS,AMERICANA,BRANDON,23,LARGE,100,3220.86,66,N,MAINTAIN TREE,CALGARY PARKS,T-32204672,HIL,1301 16 AV NW,NON TITLED,BVM - BOULEVARD MAJOR,N,2011-07-27,2025-08-29,-6496.7158,5658946.404
22,CRE666,TREE,Deciduous,"ELM, BRANDON",ULAMBR,ULMUS,AMERICANA,BRANDON,25,LARGE,100,3146.64,59,N,MAINTAIN TREE,CALGARY PARKS,T-32496446,CRE,16 AV NW,NON TITLED,BVM - BOULEVARD MAJOR,N,2007-07-26,2025-08-29,-4926.4786,5658950.83
27,RDL666,TREE,Deciduous,"ELM, BRANDON",ULAMBR,ULMUS,AMERICANA,BRANDON,31,LARGE,100,5585.22,63,N,MAINTAIN TREE,CALGARY PARKS,T-32508708,RDL,16 AV NW,NON TITLED,BVM - BOULEVARD MAJOR,N,2011-07-25,2025-08-29,-5585.1627,5658950.666
28,CRE666,TREE,Deciduous,"ELM, BRANDON",ULAMBR,ULMUS,AMERICANA,BRANDON,10,LARGE,100,565,59,N,ESTABLISH TREE,CALGARY PARKS,T-51071750,CRE,16 AV NW,NON TITLED,BVM - BOULEVARD MAJOR,N,2013-07-11,2025-08-29,-4704.4269,5658950.689
30,RDL666,TREE,Deciduous,"ELM, BRANDON",ULAMBR,ULMUS,AMERICANA,BRANDON,22,LARGE,100,2634.32,59,N,MAINTAIN TREE,CALGARY PARKS,T-32461359,RDL,16 AV NW,NON TITLED,BVM - BOULEVARD MAJOR,N,2011-07-26,2025-08-29,-5151.3342,5658950.604
31,RDL666,TREE,Deciduous,"ELM, BRANDON",ULAMBR,ULMUS,AMERICANA,BRANDON,25,LARGE,100,3401.78,59,N,MAINTAIN TREE,CALGARY PARKS,T-32461341,RDL,16 AV NW,NON TITLED,BVM - BOULEVARD MAJOR,N,2011-07-27,2025-08-29,-5081.1952,5658950.635
32,CRE666,TREE,Deciduous,"ELM, BRANDON",ULAMBR,ULMUS,AMERICANA,BRANDON,33,LARGE,100,5854.47,63,N,MAINTAIN TREE,CALGARY PARKS,T-32488118,CRE,16 AV NW,NON TITLED,BVM - BOULEVARD MAJOR,N,2007-07-26,2025-08-29,-4757.0856,5658950.593
35,CRE666,TREE,Deciduous,"ELM, BRANDON",ULAMBR,ULMUS,AMERICANA,BRANDON,14,LARGE,100,1103.82,66,N,MAINTAIN TREE,CALGARY PARKS,T-51094052,CRE,16 AV NE,NON TITLED,BVM - BOULEVARD MAJOR,N,2014-07-02,2025-08-29,-4655.5324,5658950.534
37,RDL666,TREE,Deciduous,"ELM, BRANDON",ULAMBR,ULMUS,AMERICANA,BRANDON,21,LARGE,100,2400.28,59,N,MAINTAIN TREE,CALGARY PARKS,T-32492625,RDL,16 AV NW,NON TITLED,BVM - BOULEVARD MAJOR,N,2011-07-24,2025-08-29,-5745.4796,5658950.497
38,HIL666,TREE,Deciduous,"ELM, BRANDON",ULAMBR,ULMUS,AMERICANA,BRANDON,22,LARGE,100,,63,N,MAINTAIN TREE,CALGARY PARKS,T-32204674,HIL,1301 16 AV NW,NON TITLED,BVM - BOULEVARD MAJOR,N,2011-07-27,,-6441.1416,5658946.313
39,HIL666,TREE,Deciduous,"ELM, BRANDON",ULAMBR,ULMUS,AMERICANA,BRANDON,14,LARGE,100,1066.76,59,N,ESTABLISH TREE,CALGARY PARKS,T-32204654,HIL,1301 16 AV NW,NON TITLED,BVM - BOULEVARD MAJOR,N,2011-07-27,2025-09-11,-6409.0895,5658946.228
41,CRE666,TREE,Deciduous,"ELM, BRANDON",ULAMBR,ULMUS,AMERICANA,BRANDON,22,LARGE,100,2436.75,59,N,MAINTAIN TREE,CALGARY PARKS,T-50788683,CRE,,NON TITLED,BVM - BOULEVARD MAJOR,N,2011-07-27,2025-08-29,-4433.7251,5658951.528
42,RDL666,TREE,Deciduous,"ELM, BRANDON",ULAMBR,ULMUS,AMERICANA,BRANDON,30,LARGE,100,4649.51,56,N,MAINTAIN TREE,CALGARY PARKS,T-50900357,RDL,,NON TITLED,BVM - BOULEVARD MAJOR,N,2011-07-24,2025-08-29,-5627.995,5658950.368
43,TUX666,TREE,Deciduous,"ELM, BRANDON",ULAMBR,ULMUS,AMERICANA,BRANDON,15,LARGE,100,1060.63,56,N,MAINTAIN TREE,CALGARY PARKS,T-51296819,TUX,,NON TITLED,BVM - BOULEVARD MAJOR,N,,2025-08-29,-4697.4941,5658982.53
44,RDL666,TREE,Deciduous,"ELM, BRANDON",ULAMBR,ULMUS,AMERICANA,BRANDON,28,LARGE,100,4267.21,59,N,MAINTAIN TREE,CALGARY PARKS,T-32480197,RDL,16 AV NW,NON TITLED,BVM - BOULEVARD MAJOR,N,2011-07-24,2025-08-29,-5656.4302,5658950.655
45,CRE666,TREE,Deciduous,"ELM, BRANDON",ULAMBR,ULMUS,AMERICANA,BRANDON,26,LARGE,100,3576.47,62,N,MAINTAIN TREE,CALGARY PARKS,T-32496600,CRE,16 AV NW,NON TITLED,BVM - BOULEVARD MAJOR,N,2011-07-26,2025-08-29,-4641.4793,5658950.576
50,HIL666,TREE,Deciduous,"ELM, BRANDON",ULAMBR,ULMUS,AMERICANA,BRANDON,28,LARGE,100,4556.51,63,N,MAINTAIN TREE,CALGARY PARKS,T-32209810,HIL,1301 16 AV NW,NON TITLED,BVM - BOULEVARD MAJOR,N,2011-07-27,2025-08-29,-6328.7313,5658946.218
52,CAP667,TREE,Deciduous,"ELM, BRANDON",ULAMBR,ULMUS,AMERICANA,BRANDON,19,LARGE,100,1914.47,63,N,MAINTAIN TREE,CALGARY PARKS,T-51071846,CAP,1336 16 AV NW,NON TITLED,BVM - BOULEVARD MAJOR,N,2013-07-08,2025-08-29,-6433.1555,5658982.31
53,CRE666,TREE,Deciduous,"ELM, BRANDON",ULAMBR,ULMUS,AMERICANA,BRANDON,18,LARGE,100,,25,N,MAINTAIN TREE,CALGARY PARKS,T-51071723,CRE,16 AV NW,NON TITLED,BVM - BOULEVARD MAJOR,N,2013-07-12,2025-08-29,-4468.5039,5658951.28
54,HIL666,TREE,Deciduous,"ELM, BRANDON",ULAMBR,ULMUS,AMERICANA,BRANDON,28,LARGE,100,4773.48,66,N,MAINTAIN TREE,CALGARY PARKS,T-32502242,HIL,16 AV NW,NON TITLED,BVM - BOULEVARD MAJOR,N,2011-07-24,2025-08-29,-6061.9427,5658950.492
56,RDL666,TREE,Deciduous,"ELM, BRANDON",ULAMBR,ULMUS,AMERICANA,BRANDON,22,LARGE,100,2946.87,66,N,MAINTAIN TREE,CALGARY PARKS,T-32461251,RDL,16 AV NW,NON TITLED,BVM - BOULEVARD MAJOR,N,2011-07-25,2025-09-12,-5438.1913,5658950.553
57,CRE666,TREE,Deciduous,"ELM, BRANDON",ULAMBR,ULMUS,AMERICANA,BRANDON,29,LARGE,100,4234.14,59,N,MAINTAIN TREE,CALGARY PARKS,T-32474986,CRE,16 AV NW,NON TITLED,BVM - BOULEVARD MAJOR,N,2007-07-25,2025-08-29,-4849.5341,5658950.612
59,HIL666,TREE,Deciduous,"ELM, BRANDON",ULAMBR,ULMUS,AMERICANA,BRANDON,22,LARGE,100,2812.92,63,N,MAINTAIN TREE,CALGARY PARKS,T-32204676,HIL,1301 16 AV NW,NON TITLED,BVM - BOULEVARD MAJOR,N,2011-07-27,2025-08-29,-6466.7386,5658946.189
60,CRE666,TREE,Deciduous,"ELM, BRANDON",ULAMBR,ULMUS,AMERICANA,BRANDON,24,LARGE,100,2752.49,56,N,MAINTAIN TREE,CALGARY PARKS,T-32501921,CRE,16 AV NW,NON TITLED,BVM - BOULEVARD MAJOR,N,2007-07-26,2025-08-29,-4791.9552,5658950.67
61,CRE666,TREE,Deciduous,"ELM, BRANDON",ULAMBR,ULMUS,AMERICANA,BRANDON,23,LARGE,100,2663.31,59,N,MAINTAIN TREE,CALGARY PARKS,T-32485920,CRE,16 AV NW,NON TITLED,BVM - BOULEVARD MAJOR,N,2011-07-26,2025-09-19,-4690.493,5658950.777
66,CRE666,TREE,Deciduous,"ELM, BRANDON",ULAMBR,ULMUS,AMERICANA,BRANDON,12,LARGE,100,774.09,63,N,MAINTAIN TREE,CALGARY PARKS,T-51071744,CRE,16 AV NW,NON TITLED,BVM - BOULEVARD MAJOR,N,2013-07-11,2025-08-29,-4750.1678,5658950.475
67,HIL666,TREE,Deciduous,"ELM, BRANDON",ULAMBR,ULMUS,AMERICANA,BRANDON,22,LARGE,100,2812.92,63,N,MAINTAIN TREE,CALGARY PARKS,T-32204665,HIL,1301 16 AV NW,NON TITLED,BVM - BOULEVARD MAJOR,N,2011-07-27,2025-08-29,-6376.3786,5658946.132
68,CRE666,TREE,Deciduous,"ELM, BRANDON",ULAMBR,ULMUS,AMERICANA,BRANDON,11,LARGE,100,609.15,59,N,ESTABLISH TREE,CALGARY PARKS,T-51265228,CRE,,NON TITLED,BVM - BOULEVARD MAJOR,N,2018-04-19,2025-08-29,-4763.9193,5658950.666
69,CRE666,TREE,Deciduous,"ELM, BRANDON",ULAMBR,ULMUS,AMERICANA,BRANDON,27,LARGE,100,3670.26,59,N,MAINTAIN TREE,CALGARY PARKS,T-32497322,CRE,16 AV NW,NON TITLED,BVM - BOULEVARD MAJOR,N,2011-07-26,2025-08-29,-4697.3829,5658950.672
70,RDL666,TREE,Deciduous,"ELM, BRANDON",ULAMBR,ULMUS,AMERICANA,BRANDON,26,LARGE,100,4115.9,66,N,MAINTAIN TREE,CALGARY PARKS,T-32461343,RDL,16 AV NW,NON TITLED,BVM - BOULEVARD MAJOR,N,2011-07-26,2025-08-29,-5074.1512,5658950.694
72,RDL666,TREE,Deciduous,"ELM, BRANDON",ULAMBR,ULMUS,AMERICANA,BRANDON,10,LARGE,100,565,54,N,ESTABLISH TREE,CALGARY PARKS,T-51094026,RDL,16 AV NE,NON TITLED,BVM - BOULEVARD MAJOR,N,2014-07-02,2025-08-29,-5226.8211,5658950.613
73,HIL666,TREE,Deciduous,"ELM, BRANDON",ULAMBR,ULMUS,AMERICANA,BRANDON,21,LARGE,100,2685.06,66,N,ESTABLISH TREE,CALGARY PARKS,T-50795476,HIL,,NON TITLED,BVM - BOULEVARD MAJOR,N,2011-07-24,2025-08-29,-6077.4182,5658950.788
75,RDL666,TREE,Deciduous,"ELM, BRANDON",ULAMBR,ULMUS,AMERICANA,BRANDON,29,LARGE,100,4655.04,60,N,MAINTAIN TREE,CALGARY PARKS,T-32463553,RDL,16 AV NW,NON TITLED,BVM - BOULEVARD MAJOR,N,2011-07-25,2025-08-29,-5382.1753,5658950.662
77,CRE666,TREE,Deciduous,"ELM, BRANDON",ULAMBR,ULMUS,AMERICANA,BRANDON,24,LARGE,100,3096.55,63,N,MAINTAIN TREE,CALGARY PARKS,T-50867972,CRE,16 AV NW,NON TITLED,BVM - BOULEVARD MAJOR,N,2007-07-26,2025-08-29,-4947.2396,5658950.438
82,CAP667,TREE,Deciduous,"ELM, BRANDON",ULAMBR,ULMUS,AMERICANA,BRANDON,21,LARGE,100,2078.88,56,N,MAINTAIN TREE,CALGARY PARKS,T-50868135,CAP,1120 16 AV NW,NON TITLED,BVM - BOULEVARD MAJOR,N,2011-07-24,2025-09-17,-6056.193,5658982.355
83,HIL666,TREE,Deciduous,"ELM, BRANDON",ULAMBR,ULMUS,AMERICANA,BRANDON,22,LARGE,100,2812.92,63,N,MAINTAIN TREE,CALGARY PARKS,T-32204668,HIL,1301 16 AV NW,NON TITLED,BVM - BOULEVARD MAJOR,N,2011-07-27,2025-08-29,-6447.8071,5658946.365
87,RDL666,TREE,Deciduous,"ELM, BRANDON",ULAMBR,ULMUS,AMERICANA,BRANDON,26,LARGE,100,3928.82,63,N,MAINTAIN TREE,CALGARY PARKS,T-32508714,RDL,16 AV NW,NON TITLED,BVM - BOULEVARD MAJOR,N,2011-07-25,2025-08-29,-5375.1243,5658950.61
88,CRE666,TREE,Deciduous,"ELM, BRANDON",ULAMBR,ULMUS,AMERICANA,BRANDON,25,LARGE,100,3199.98,60,N,MAINTAIN TREE,CALGARY PARKS,T-32477025,CRE,16 AV NW,NON TITLED,BVM - BOULEVARD MAJOR,N,2011-07-27,2025-08-29,-4496.7503,5658951.06
89,CRE666,TREE,Deciduous,"ELM, BRANDON",ULAMBR,ULMUS,AMERICANA,BRANDON,27,LARGE,100,3670.26,59,N,MAINTAIN TREE,CALGARY PARKS,T-32492676,CRE,16 AV NW,NON TITLED,BVM - BOULEVARD MAJOR,N,2011-07-27,2025-08-29,-4517.6442,5658950.9
90,HIL666,TREE,Deciduous,"ELM, BRANDON",ULAMBR,ULMUS,AMERICANA,BRANDON,22,LARGE,100,2812.92,63,N,MAINTAIN TREE,CALGARY PARKS,T-32209811,HIL,1301 16 AV NW,NON TITLED,BVM - BOULEVARD MAJOR,N,2011-07-27,2025-09-16,-6390.7541,5658946.15
91,CRE666,TREE,Deciduous,"ELM, BRANDON",ULAMBR,ULMUS,AMERICANA,BRANDON,29,LARGE,100,4234.14,59,N,MAINTAIN TREE,CALGARY PARKS,T-50867979,CRE,16 AV NW,NON TITLED,BVM - BOULEVARD MAJOR,N,2007-07-26,2025-08-29,-4835.6771,5658950.866
92,RDL666,TREE,Deciduous,"ELM, BRANDON",ULAMBR,ULMUS,AMERICANA,BRANDON,22,LARGE,100,2366.43,53,N,MAINTAIN TREE,CALGARY PARKS,T-32496451,RDL,16 AV NW,NON TITLED,BVM - BOULEVARD MAJOR,N,2011-07-24,2025-08-29,-5766.3173,5658950.52
95,CRE666,TREE,Deciduous,"ELM, BRANDON",ULAMBR,ULMUS,AMERICANA,BRANDON,27,LARGE,100,3919.09,63,N,MAINTAIN TREE,CALGARY PARKS,T-32497326,CRE,16 AV NW,NON TITLED,BVM - BOULEVARD MAJOR,N,2011-07-26,2025-08-29,-4648.5375,5658950.405
96,HIL666,TREE,Deciduous,"ELM, BRANDON",ULAMBR,ULMUS,AMERICANA,BRANDON,24,LARGE,100,3347.62,63,N,MAINTAIN TREE,CALGARY PARKS,T-32204664,HIL,1301 16 AV NW,NON TITLED,BVM - BOULEVARD MAJOR,N,2011-07-27,2025-08-29,-6356.7114,5658946.097
97,HIL666,TREE,Deciduous,"ELM, BRANDON",ULAMBR,ULMUS,AMERICANA,BRANDON,17,LARGE,100,1679.59,63,N,MAINTAIN TREE,CALGARY PARKS,T-32204670,HIL,1301 16 AV NW,NON TITLED,BVM - BOULEVARD MAJOR,N,2011-07-27,2025-08-29,-6480.8124,5658946.429
98,RDL666,TREE,Deciduous,"ELM, BRANDON",ULAMBR,ULMUS,AMERICANA,BRANDON,23,LARGE,100,2879.26,59,N,MAINTAIN TREE,CALGARY PARKS,T-32483564,RDL,16 AV NW,NON TITLED,BVM - BOULEVARD MAJOR,N,2011-07-25,2025-08-29,-5431.2523,5658950.657
99,HIL666,TREE,Deciduous,"ELM, BRANDON",ULAMBR,ULMUS,AMERICANA,BRANDON,22,LARGE,100,2946.87,66,N,MAINTAIN TREE,CALGARY PARKS,T-32204661,HIL,1301 16 AV NW,NON TITLED,BVM - BOULEVARD MAJOR,N,2011-07-27,2025-08-29,-6540.4593,5658946.182
100,RDL666,TREE,Deciduous,"ELM, BRANDON",ULAMBR,ULMUS,AMERICANA,BRANDON,34,LARGE,100,6291.98,59,N,MAINTAIN TREE,CALGARY PARKS,T-32477746,RDL,16 AV NW,NON TITLED,BVM - BOULEVARD MAJOR,N,2011-07-26,2025-08-29,-5060.2243,5658950.647
101,CRE666,TREE,Deciduous,"ELM, BRANDON",ULAMBR,ULMUS,AMERICANA,BRANDON,30,LARGE,100,4531.19,59,N,MAINTAIN TREE,CALGARY PARKS,T-32497101,CRE,16 AV NW,NON TITLED,BVM - BOULEVARD MAJOR,N,2011-07-27,2025-08-29,-4503.4791,5658950.888
103,RDL666,TREE,Deciduous,"ELM, BRANDON",ULAMBR,ULMUS,AMERICANA,BRANDON,31,LARGE,100,4964.64,56,N,MAINTAIN TREE,CALGARY PARKS,T-32485788,RDL,16 AV NW,NON TITLED,BVM - BOULEVARD MAJOR,N,2011-07-26,2025-08-29,-5067.1001,5658950.721
104,CAP667,TREE,Deciduous,"ELM, BRANDON",ULAMBR,ULMUS,AMERICANA,BRANDON,32,LARGE,100,5085.83,59,N,MAINTAIN TREE,CALGARY PARKS,T-50868128,CAP,1236 16 AV NW,NON TITLED,BVM - BOULEVARD MAJOR,N,2011-07-24,2025-09-11,-6259.4737,5658982.286
105,CRE666,TREE,Deciduous,"ELM, BRANDON",ULAMBR,ULMUS,AMERICANA,BRANDON,11,LARGE,100,578.17,56,N,ESTABLISH TREE,CALGARY PARKS,T-51071760,CRE,16 AV NW,NON TITLED,BVM - BOULEVARD MAJOR,N,2013-07-11,2025-08-29,-4933.1796,5658950.435
106,RDL666,TREE,Deciduous,"ELM, BRANDON",ULAMBR,ULMUS,AMERICANA,BRANDON,26,LARGE,100,3679.37,59,N,MAINTAIN TREE,CALGARY PARKS,T-32506461,RDL,16 AV NW,NON TITLED,BVM - BOULEVARD MAJOR,N,2011-07-26,2025-08-29,-5270.1646,5658950.657
107,HIL666,TREE,Deciduous,"ELM, BRANDON",ULAMBR,ULMUS,AMERICANA,BRANDON,23,LARGE,100,3220.86,66,N,MAINTAIN TREE,CALGARY PARKS,T-32204657,HIL,1301 16 AV NW,NON TITLED,BVM - BOULEVARD MAJOR,N,2011-07-27,2025-08-29,-6510.6219,5658946.266
111,HIL666,TREE,Deciduous,"ELM, BRANDON",ULAMBR,ULMUS,AMERICANA,BRANDON,22,LARGE,100,2812.92,63,N,MAINTAIN TREE,CALGARY PARKS,T-32204656,HIL,1301 16 AV NW,NON TITLED,BVM - BOULEVARD MAJOR,N,2011-07-27,2025-08-29,-6423.7593,5658946.269
114,RDL666,TREE,Deciduous,"ELM, BRANDON",ULAMBR,ULMUS,AMERICANA,BRANDON,23,LARGE,100,2879.26,59,N,MAINTAIN TREE,CALGARY PARKS,T-32492624,RDL,16 AV NW,NON TITLED,BVM - BOULEVARD MAJOR,N,2011-07-24,2025-08-29,-5731.3494,5658950.548
117,CRE666,TREE,Deciduous,"ELM, BRANDON",ULAMBR,ULMUS,AMERICANA,BRANDON,24,LARGE,100,3096.55,63,N,MAINTAIN TREE,CALGARY PARKS,T-32492643,CRE,16 AV NW,NON TITLED,BVM - BOULEVARD MAJOR,N,2007-07-26,2025-08-29,-4770.8441,5658950.706
118,RDL666,TREE,Deciduous,"ELM, BRANDON",ULAMBR,ULMUS,AMERICANA,BRANDON,10,LARGE,100,565,55,N,ESTABLISH TREE,CALGARY PARKS,T-51071839,RDL,16 AV NW,NON TITLED,BVM - BOULEVARD MAJOR,N,2013-07-09,2025-08-29,-5459.1271,5658950.598
121,HIL666,TREE,Deciduous,"ELM, BRANDON",ULAMBR,ULMUS,AMERICANA,BRANDON,17,LARGE,100,1679.59,63,N,MAINTAIN TREE,CALGARY PARKS,T-32204651,HIL,1301 16 AV NW,NON TITLED,BVM - BOULEVARD MAJOR,N,2011-07-27,2025-09-19,-6335.7543,5658946.215
123,CRE666,TREE,Deciduous,"ELM, BRANDON",ULAMBR,ULMUS,AMERICANA,BRANDON,28,LARGE,100,3947.16,59,N,MAINTAIN TREE,CALGARY PARKS,T-32477024,CRE,16 AV NW,NON TITLED,BVM - BOULEVARD MAJOR,N,2007-07-25,2025-08-29,-4856.3325,5658950.986
124,CRE666,TREE,Deciduous,"ELM, BRANDON",ULAMBR,ULMUS,AMERICANA,BRANDON,17,LARGE,100,1307.02,53,N,MAINTAIN TREE,CALGARY PARKS,T-32506677,CRE,16 AV NW,NON TITLED,BVM - BOULEVARD MAJOR,N,2011-07-27,2025-08-29,-4489.7341,5658951.221
125,HIL666,TREE,Deciduous,"ELM, BRANDON",ULAMBR,ULMUS,AMERICANA,BRANDON,24,LARGE,100,3347.62,63,N,MAINTAIN TREE,CALGARY PARKS,T-32204653,HIL,1301 16 AV NW,NON TITLED,BVM - BOULEVARD MAJOR,N,2011-07-27,2025-08-29,-6402.7465,5658946.142
126,HIL666,TREE,Deciduous,"ELM, BRANDON",ULAMBR,ULMUS,AMERICANA,BRANDON,22,LARGE,100,2634.32,59,N,MAINTAIN TREE,CALGARY PARKS,T-32204675,HIL,1301 16 AV NW,NON TITLED,BVM - BOULEVARD MAJOR,N,2011-07-27,2025-08-29,-6454.2765,5658946.229
127,CAP666,TREE,Deciduous,"ELM, BRANDON",ULAMBR,ULMUS,AMERICANA,BRANDON,9,LARGE,100,,25,N,ESTABLISH TREE,CALGARY PARKS,T-51094069,CAP,16 AV NE,NON TITLED,BVM - BOULEVARD MAJOR,N,2014-06-29,,-6504.0513,5658982.11
128,HIL666,TREE,Deciduous,"ELM, BRANDON",ULAMBR,ULMUS,AMERICANA,BRANDON,16,LARGE,100,1393.33,59,N,MAINTAIN TREE,CALGARY PARKS,T-32204669,HIL,1301 16 AV NW,NON TITLED,BVM - BOULEVARD MAJOR,N,2011-07-27,2025-08-29,-6473.5935,5658946.131
131,CRE666,TREE,Deciduous,"ELM, BRANDON",ULAMBR,ULMUS,AMERICANA,BRANDON,11,LARGE,100,619.47,60,N,ESTABLISH TREE,CALGARY PARKS,T-51265229,CRE,,NON TITLED,BVM - BOULEVARD MAJOR,N,2018-04-19,2025-09-18,-4842.9739,5658950.45
133,CRE666,TREE,Deciduous,"ELM, BRANDON",ULAMBR,ULMUS,AMERICANA,BRANDON,16,LARGE,100,1441.75,66,N,MAINTAIN TREE,CALGARY PARKS,T-51094058,CRE,16 AV NE,NON TITLED,BVM - BOULEVARD MAJOR,N,2014-07-02,2025-08-29,-4863.8254,5658950.714
135,HIL666,TREE,Deciduous,"ELM, BRANDON",ULAMBR,ULMUS,AMERICANA,BRANDON,22,LARGE,100,2946.87,66,N,MAINTAIN TREE,CALGARY PARKS,T-32204659,HIL,1301 16 AV NW,NON TITLED,BVM - BOULEVARD MAJOR,N,2011-07-27,2025-08-29,-6526.3571,5658946.242
137,RDL666,TREE,Deciduous,"ELM, BRANDON",ULAMBR,ULMUS,AMERICANA,BRANDON,8,LARGE,100,,59,N,ESTABLISH TREE,CALGARY PARKS,T-51384306,RDL,912 16 AV SW,NON TITLED,BVM - BOULEVARD MAJOR,N,2021-09-02,2025-08-29,-5738.4494,5658950.645
138,CRE666,TREE,Deciduous,"ELM, BRANDON",ULAMBR,ULMUS,AMERICANA,BRANDON,24,LARGE,100,2899.94,59,N,MAINTAIN TREE,CALGARY PARKS,T-32493024,CRE,16 AV NW,NON TITLED,BVM - BOULEVARD MAJOR,N,2011-07-26,2025-08-29,-4599.1027,5658950.895
