OBJECTID,TREE_ASSET_CD,ASSET_TYPE,ASSET_SUBTYPE,COMMON_NAME,HORT_CODE,GENUS,SPECIES,CULTIVAR,DBH_CM,MATURE_SIZE,RATING,APPRAISED_VALUE,TREE_CONDITION_RATING_PERC,HERITAGE_TREES,TREE_MAINTENANCE,MAINTAINED_BY,WAM_ID,COMM_CODE,LOCATION_DETAIL,SITE_ELEMENT_TYPE_DESCRIPTION,SITE_ELEMENT_MINORTYPE,HARDWARE,ACTIVE_DT,MODIFIED_DT,X_Point,Y_Point
132,FLI678,TREE,Deciduous,"ELM, AMERICAN",ULAM,ULMUS,AMERICANA,,11,LARGE,90,565,59,N,ESTABLISH TREE,CALGARY PARKS,T-51430009,FLI,,NON TITLED,B - BLOCKSIDE,N,2021-10-05,2025-08-29,2580.3348,5655715.74
133,SOV678,TREE,Deciduous,"ELM, AMERICAN",ULAM,ULMUS,AMERICANA,,14,LARGE,90,884.21,63,N,ESTABLISH TREE,CALGARY PARKS,T-51412722,SOV,,NON TITLED,B - BLOCKSIDE,N,2021-12-12,2025-08-29,599.6951,5655714.542
134,SOV678,TREE,Deciduous,"ASH, GREEN",FRPE,FRAXINUS,PENNSYLVANICA,,4,LARGE,80,565,63,N,ESTABLISH TREE,CALGARY PARKS,T-51412728,SOV,,NON TITLED,B - BLOCKSIDE,N,2021-12-12,2025-08-29,535.7682,5655714.357
135,FLI678,TREE,Deciduous,"ASH, GREEN",FRPE,FRAXINUS,PENNSYLVANICA,,7,LARGE,80,565,59,N,ESTABLISH TREE,CALGARY PARKS,T-51430007,FLI,,NON TITLED,B - BLOCKSIDE,N,2021-10-05,2025-08-29,2565.291,5655715.844
136,FLN678,TREE,Deciduous,"ELM, AMERICAN",ULAM,ULMUS,AMERICANA,,4,LARGE,90,565,63,N,ESTABLISH TREE,CALGARY PARKS,T-51429995,FLN,,NON TITLED,B - BLOCKSIDE,N,2021-10-05,2025-08-29,2351.8186,5655714.463
137,FLN678,TREE,Deciduous,"ASH, GREEN",FRPE,FRAXINUS,PENNSYLVANICA,,7,LARGE,80,565,63,N,ESTABLISH TREE,CALGARY PARKS,T-51429955,FLN,,NON TITLED,B - BLOCKSIDE,N,2021-10-05,2025-08-29,1398.2719,5655744.419
139,FLN678,TREE,Deciduous,"ASH, GREEN",FRPE,FRAXINUS,PENNSYLVANICA,,3,LARGE,80,565,63,N,ESTABLISH TREE,CALGARY PARKS,T-51429965,FLN,,NON TITLED,B - BLOCKSIDE,N,2021-10-05,2025-08-29,1671.9131,5655716.791
140,PEN678,TREE,Deciduous,"ASH, GREEN",FRPE,FRAXINUS,PENNSYLVANICA,,8,LARGE,80,565,63,N,ESTABLISH TREE,CALGARY PARKS,T-51430031,PEN,,NON TITLED,B - BLOCKSIDE,N,2021-10-05,2025-08-29,3017.9794,5655746.701
142,FLN678,TREE,Deciduous,"ELM, AMERICAN",ULAM,ULMUS,AMERICANA,,4,LARGE,90,565,63,N,ESTABLISH TREE,CALGARY PARKS,T-51429998,FLN,,NON TITLED,B - BLOCKSIDE,N,2021-10-05,2025-08-29,2370.9651,5655714.494
143,ALB678,TREE,Deciduous,"ASH, GREEN",FRPE,FRAXINUS,PENNSYLVANICA,,8,LARGE,80,565,63,N,ESTABLISH TREE,CALGARY PARKS,T-51429925,ALB,,NON TITLED,B - BLOCKSIDE,N,2021-10-05,2025-08-29,1006.3879,5655744.116
144,FLN678,TREE,Deciduous,"ASH, GREEN",FRPE,FRAXINUS,PENNSYLVANICA,,8,LARGE,80,565,75,N,ESTABLISH TREE,CALGARY PARKS,T-51429962,FLN,,NON TITLED,B - BLOCKSIDE,N,2021-10-05,2025-08-29,1623.8224,5655716.798
145,FLI678,TREE,Deciduous,"ASH, GREEN",FRPE,FRAXINUS,PENNSYLVANICA,,4,LARGE,80,565,63,N,ESTABLISH TREE,CALGARY PARKS,T-51430036,FLI,,NON TITLED,B - BLOCKSIDE,N,2021-10-05,2025-08-29,3193.0004,5655718.596
146,SOV004,TREE,Deciduous,"ASPEN, QUAKING/TREMBLING",POTR1,POPULUS,TREMULOIDES,,7,MEDIUM,70,565,63,N,ESTABLISH TREE,CALGARY PARKS,T-51429905,SOV,,NON TITLED,BVM - BOULEVARD MAJOR,N,2021-10-05,2025-08-29,686.7661,5655714.775
147,ALB678,TREE,Deciduous,"ASH, GREEN",FRPE,FRAXINUS,PENNSYLVANICA,,8,LARGE,80,565,63,N,ESTABLISH TREE,CALGARY PARKS,T-51429930,ALB,,NON TITLED,B - BLOCKSIDE,N,2021-10-05,2025-08-29,1049.4709,5655743.702
148,FLI678,TREE,Deciduous,"ELM, AMERICAN",ULAM,ULMUS,AMERICANA,,13,LARGE,90,729.25,63,N,ESTABLISH TREE,CALGARY PARKS,T-51430015,FLI,,NON TITLED,B - BLOCKSIDE,N,2021-10-05,2025-08-29,2669.9166,5655715.741
150,FLI678,TREE,Deciduous,"ELM, AMERICAN",ULAM,ULMUS,AMERICANA,,11,LARGE,90,565,63,N,ESTABLISH TREE,CALGARY PARKS,T-51430016,FLI,,NON TITLED,B - BLOCKSIDE,N,2021-10-05,2025-08-29,2676.8107,5655715.823
151,ALB678,TREE,Deciduous,"ASH, GREEN",FRPE,FRAXINUS,PENNSYLVANICA,,7,LARGE,80,565,63,N,ESTABLISH TREE,CALGARY PARKS,T-51429947,ALB,,NON TITLED,B - BLOCKSIDE,N,2021-10-05,2025-08-29,1201.2673,5655744.803
152,ALB678,TREE,Deciduous,"ELM, AMERICAN",ULAM,ULMUS,AMERICANA,,11,LARGE,90,565,63,N,ESTABLISH TREE,CALGARY PARKS,T-51429939,ALB,,NON TITLED,B - BLOCKSIDE,N,2021-10-05,2025-08-29,1142.6149,5655744.389
154,FLI678,TREE,Deciduous,"ELM, AMERICAN",ULAM,ULMUS,AMERICANA,,10,LARGE,90,565,75,N,ESTABLISH TREE,CALGARY PARKS,T-51430020,FLI,,NON TITLED,B - BLOCKSIDE,N,2021-10-05,2025-08-29,2798.0298,5655716.009
155,PEN678,TREE,Deciduous,"ASH, GREEN",FRPE,FRAXINUS,PENNSYLVANICA,,9,LARGE,80,565,63,N,ESTABLISH TREE,CALGARY PARKS,T-51430032,PEN,,NON TITLED,B - BLOCKSIDE,N,2021-10-05,2025-08-29,3022.6293,5655746.515
156,SOV002,TREE,Deciduous,"ELM, AMERICAN",ULAM,ULMUS,AMERICANA,,15,LARGE,90,1015.05,63,N,ESTABLISH TREE,CALGARY PARKS,T-51429924,SOV,,NON TITLED,MM - MEDIAN MAJOR,N,2021-10-05,2025-08-29,1035.4153,5655713.198
157,FLI678,TREE,Deciduous,"ELM, AMERICAN",ULAM,ULMUS,AMERICANA,,15,LARGE,90,970.91,63,N,ESTABLISH TREE,CALGARY PARKS,T-51430011,FLI,,NON TITLED,B - BLOCKSIDE,N,2021-10-05,2025-08-29,2594.4738,5655715.714
158,SOV002,TREE,Deciduous,"ASH, GREEN",FRPE,FRAXINUS,PENNSYLVANICA,,4,LARGE,80,565,63,N,ESTABLISH TREE,CALGARY PARKS,T-51429948,SOV,,NON TITLED,MM - MEDIAN MAJOR,N,2021-10-05,2025-08-29,1210.4129,5655713.937
160,FLN678,TREE,Deciduous,"ELM, AMERICAN",ULAM,ULMUS,AMERICANA,,9,LARGE,90,,50,N,ESTABLISH TREE,CALGARY PARKS,T-51429973,FLN,,NON TITLED,B - BLOCKSIDE,N,2021-10-05,2025-08-29,1841.6266,5655745.236
161,SOV004,TREE,Deciduous,"ASPEN, QUAKING/TREMBLING",POTR1,POPULUS,TREMULOIDES,,7,MEDIUM,70,565,63,N,ESTABLISH TREE,CALGARY PARKS,T-51429904,SOV,,NON TITLED,BVM - BOULEVARD MAJOR,N,2021-10-05,2025-08-29,684.7531,5655715.943
162,FLI678,TREE,Deciduous,"ASH, GREEN",FRPE,FRAXINUS,PENNSYLVANICA,,4,LARGE,80,565,63,N,ESTABLISH TREE,CALGARY PARKS,T-51430049,FLI,,NON TITLED,B - BLOCKSIDE,N,2021-10-05,2025-08-29,3346.8944,5655719.294
163,FLN678,TREE,Deciduous,"ELM, AMERICAN",ULAM,ULMUS,AMERICANA,,10,LARGE,90,565,63,N,ESTABLISH TREE,CALGARY PARKS,T-51430004,FLN,,NON TITLED,B - BLOCKSIDE,N,2021-10-05,2025-08-29,2567.171,5655743.287
164,SOV678,TREE,Deciduous,"ELM, AMERICAN",ULAM,ULMUS,AMERICANA,,8,LARGE,90,565,56,N,ESTABLISH TREE,CALGARY PARKS,T-51412725,SOV,,NON TITLED,B - BLOCKSIDE,N,2021-12-12,2025-08-29,578.5288,5655714.506
165,ALB678,TREE,Deciduous,"ASH, GREEN",FRPE,FRAXINUS,PENNSYLVANICA,,8,LARGE,80,565,63,N,ESTABLISH TREE,CALGARY PARKS,T-51429946,ALB,,NON TITLED,B - BLOCKSIDE,N,2021-10-05,2025-08-29,1196.4912,5655744.813
166,FLI678,TREE,Deciduous,"ASH, GREEN",FRPE,FRAXINUS,PENNSYLVANICA,,7,LARGE,80,565,63,N,ESTABLISH TREE,CALGARY PARKS,T-51430039,FLI,,NON TITLED,B - BLOCKSIDE,N,2021-10-05,2025-08-29,3248.8689,5655718.731
168,FLN678,TREE,Deciduous,"ASH, GREEN",FRPE,FRAXINUS,PENNSYLVANICA,,8,LARGE,80,565,63,N,ESTABLISH TREE,CALGARY PARKS,T-51430055,FLN,,NON TITLED,B - BLOCKSIDE,N,2021-10-05,2025-08-29,2221.3067,5655714.328
169,FLN678,TREE,Deciduous,"ELM, AMERICAN",ULAM,ULMUS,AMERICANA,,4,LARGE,90,565,63,N,ESTABLISH TREE,CALGARY PARKS,T-51429994,FLN,,NON TITLED,B - BLOCKSIDE,N,2021-10-05,2025-08-29,2346.9654,5655714.361
170,SOV002,TREE,Deciduous,"ASPEN, QUAKING/TREMBLING",POTR1,POPULUS,TREMULOIDES,,7,MEDIUM,70,,25,N,ESTABLISH TREE,CALGARY PARKS,T-51429920,SOV,,NON TITLED,MM - MEDIAN MAJOR,N,2021-10-05,2025-08-29,893.2471,5655713.272
173,FLI678,TREE,Deciduous,"ASH, GREEN",FRPE,FRAXINUS,PENNSYLVANICA,,8,LARGE,80,565,75,N,ESTABLISH TREE,CALGARY PARKS,T-51430043,FLI,,NON TITLED,B - BLOCKSIDE,N,2021-10-05,2025-08-29,3287.9684,5655718.856
177,FLN678,SHRUB,Deciduous,LILAC SHRUB SPECIES,SY,SYRINGA,,,10,SHRUB,90,,,N,MAINTAIN SHRUB,CALGARY PARKS,T-32411898,FLN,48 ST SE,NON TITLED,B - BLOCKSIDE,N,,,2510.1453,5655758.343
191,PEN600,TREE,Evergreen,"SPRUCE, COLORADO",PIPU,PICEA,PUNGENS,,10,LARGE,100,,25,N,ESTABLISH TREE,CALGARY PARKS,T-32362092,PEN,17 AV SE,NON TITLED,BVAP - BOULEVARD ADJACENT PARK,N,1974-11-03,2025-08-29,3231.3888,5655756.875
212,FLN678,TREE,Deciduous,"ASH, GREEN",FRPE,FRAXINUS,PENNSYLVANICA,,9,LARGE,80,565,63,N,ESTABLISH TREE,CALGARY PARKS,T-51437386,FLN,,NON TITLED,B - BLOCKSIDE,N,,2025-08-29,1548.3307,5655716.196
214,FLN678,SHRUB,Deciduous,COTONEASTER SPECIES,CO2,COTONEASTER,,,10,SHRUB,70,,70,N,MAINTAIN SHRUB,CALGARY PARKS,T-32017131,FLN,4002 17 AV SE,NON TITLED,B - BLOCKSIDE,N,1996-05-27,,1607.2422,5655763.879
215,FLN678,SHRUB,Deciduous,COTONEASTER SPECIES,CO2,COTONEASTER,,,10,SHRUB,70,,70,N,MAINTAIN SHRUB,CALGARY PARKS,T-32017133,FLN,4002 17 AV SE,NON TITLED,B - BLOCKSIDE,N,1996-05-27,,1607.1746,5655755.937
216,FLN678,SHRUB,Deciduous,COTONEASTER SPECIES,CO2,COTONEASTER,,,10,SHRUB,70,,70,N,MAINTAIN SHRUB,CALGARY PARKS,T-32017132,FLN,4002 17 AV SE,NON TITLED,B - BLOCKSIDE,N,1996-05-27,,1607.2715,5655759.975
217,ALB678,TREE,Deciduous,"ELM, AMERICAN",ULAM,ULMUS,AMERICANA,,4,LARGE,90,565,75,N,ESTABLISH TREE,CALGARY PARKS,T-51454887,ALB,3504 17 AV SE,NON TITLED,B - BLOCKSIDE,N,2023-08-09,2025-08-29,1105.8792,5655743.658
