OBJECTID,BLDG_CODE,BLDG_CODE_DESC,X_COORD,Y_COORD,OBSCURED,CREATE_DT_UTC,MOD_DT_UTC,multipolygon,Shape_Length,Shape_Area
131,14,Unclassified,-4399.2,5661641.54,N,2025 May 21 09:29:28 PM,2025 May 21 09:29:28 PM,"MULTIPOLYGON (((-114.0629451 51.0906371, -114.062709 51.0906367, -114.0626816 51.090734, -114.0626791 51.0913059, -114.0629449 51.0913212, -114.0629451 51.0906371)))",185.9462594,1384.265488
132,10,Religious,-4405.75,5660624,N,2025 May 21 09:29:28 PM,2025 May 21 09:29:28 PM,"MULTIPOLYGON (((-114.0627054 51.0818364, -114.0627051 51.0820123, -114.0627051 51.0820163, -114.0630816 51.0820166, -114.0630818 51.0818743, -114.0630143 51.0818743, -114.0630143 51.0818362, -114.0630185 51.0816783, -114.0630433 51.0816784, -114.0630434 51.0816393, -114.0627558 51.0816391, -114.0627557 51.0816761, -114.0627793 51.0816761, -114.062779 51.0818316, -114.0627054 51.0818316, -114.0627054 51.0818364)))",143.7523985,890.7461396
133,10,Religious,-4339.18,5661430.5,N,2025 May 21 09:29:28 PM,2025 May 21 09:29:28 PM,"MULTIPOLYGON (((-114.061792 51.089506, -114.061792 51.0895283, -114.0620146 51.0895285, -114.0620146 51.0895375, -114.0620897 51.0895376, -114.0620897 51.0895298, -114.0621045 51.0895298, -114.0621045 51.0895378, -114.0621785 51.0895378, -114.0621786 51.0894918, -114.0621666 51.0894918, -114.0621666 51.089482, -114.062179 51.089482, -114.062179 51.0894353, -114.0621664 51.0894353, -114.0621664 51.0894258, -114.062179 51.0894258, -114.0621791 51.0893798, -114.062167 51.0893798, -114.062167 51.0893699, -114.0621917 51.0893699, -114.062192 51.0891733, -114.0621865 51.0891733, -114.062187 51.0888763, -114.0620006 51.0888762, -114.0620007 51.0888649, -114.0619003 51.0888648, -114.0619003 51.088876, -114.0617147 51.0888759, -114.0617141 51.0892111, -114.061714 51.0892625, -114.061714 51.0892652, -114.061714 51.0892759, -114.0617579 51.0892759, -114.0617737 51.089276, -114.0618332 51.089276, -114.061921 51.0893183, -114.0619211 51.0892921, -114.0619686 51.0892921, -114.0619685 51.0893376, -114.0617923 51.0893375, -114.061792 51.089506)))",250.9180111,2199.254909
134,14,Unclassified,-4358.24,5658904.66,N,2025 May 21 09:29:28 PM,2025 May 21 09:29:28 PM,"MULTIPOLYGON (((-114.0623094 51.0663428, -114.0622398 51.0663434, -114.0622396 51.0663323, -114.0620802 51.0663336, -114.0620794 51.0664103, -114.0623087 51.0664113, -114.0623094 51.0663428)))",49.51110834,133.6616694
135,2,Commercial,-4405.67,5659300.18,N,2025 May 21 09:29:28 PM,2025 May 21 09:29:28 PM,"MULTIPOLYGON (((-114.0629478 51.0699689, -114.0629829 51.069969, -114.0629909 51.069969, -114.0629915 51.0698849, -114.0629635 51.0698848, -114.0629443 51.0698848, -114.0629447 51.0698366, -114.0627673 51.0698361, -114.0627668 51.0699049, -114.0627606 51.0699048, -114.0627602 51.0699493, -114.062767 51.0699494, -114.0627665 51.0700174, -114.0629474 51.0700179, -114.0629478 51.0699689)))",72.68738463,285.0904181
136,2,Commercial,-4415.45,5659345.42,N,2025 May 21 09:29:28 PM,2025 May 21 09:29:28 PM,"MULTIPOLYGON (((-114.0631902 51.0701299, -114.062989 51.0701307, -114.0629366 51.0701309, -114.0629366 51.0701341, -114.0629379 51.0702656, -114.0629379 51.0702684, -114.0628377 51.0702688, -114.062838 51.0703036, -114.0628409 51.0703056, -114.0628513 51.0703125, -114.0628953 51.0703124, -114.0628959 51.070491, -114.0628959 51.0704927, -114.0628526 51.0704928, -114.0628381 51.070502, -114.0628385 51.0705375, -114.063155 51.0705363, -114.0631532 51.0703595, -114.0631943 51.0703594, -114.0631934 51.0702679, -114.0631302 51.0702682, -114.0631289 51.0701444, -114.0631904 51.0701441, -114.0631903 51.0701418, -114.0631902 51.0701299)))",155.8884676,821.3641198
137,2,Commercial,-4357.18,5659344.01,N,2025 May 21 09:29:28 PM,2025 May 21 09:29:28 PM,"MULTIPOLYGON (((-114.0620917 51.0703679, -114.062283 51.0703676, -114.0622826 51.0702751, -114.0620917 51.0702753, -114.0620862 51.0702754, -114.0620865 51.0703679, -114.0620917 51.0703679)))",48.11559959,141.74456
138,2,Commercial,-4349.62,5659359.7,N,2025 May 21 09:29:28 PM,2025 May 21 09:29:28 PM,"MULTIPOLYGON (((-114.0620918 51.0703957, -114.0618732 51.0703962, -114.0618739 51.0705299, -114.061879 51.0705298, -114.0622806 51.070529, -114.0622799 51.0703953, -114.0620918 51.0703957)))",86.75233053,423.8069885
139,2,Commercial,-4352.03,5659418.75,N,2025 May 21 09:29:28 PM,2025 May 21 09:29:28 PM,"MULTIPOLYGON (((-114.0620031 51.070746, -114.0620039 51.0711553, -114.0619492 51.0711553, -114.0619494 51.0712413, -114.0622755 51.0712411, -114.0622745 51.070745, -114.0620031 51.070746)))",155.9905501,1085.503623
140,2,Commercial,-4421.25,5659443.07,N,2025 May 21 09:29:28 PM,2025 May 21 09:29:28 PM,"MULTIPOLYGON (((-114.0629616 51.0710487, -114.0629618 51.0714313, -114.0631951 51.0714313, -114.0631951 51.0714233, -114.0632384 51.0714003, -114.0632381 51.0710486, -114.0632381 51.0709916, -114.0629639 51.0709917, -114.0629615 51.0709917, -114.0629616 51.0710487)))",134.9581466,941.3241868
141,2,Commercial,-4413.84,5659539.93,N,2025 May 21 09:29:28 PM,2025 May 21 09:29:28 PM,"MULTIPOLYGON (((-114.0632404 51.0719164, -114.0632403 51.0718615, -114.0632402 51.0717634, -114.063175 51.0717634, -114.063175 51.071764, -114.0631751 51.0718089, -114.0629766 51.0718081, -114.0629774 51.0721873, -114.0627513 51.0721868, -114.0627504 51.0721868, -114.0627504 51.0721979, -114.062751 51.0723123, -114.0628207 51.0723569, -114.0631972 51.072356, -114.0631969 51.0723251, -114.0632401 51.0723249, -114.0632404 51.0719164)))",197.866819,1423.807049
142,2,Commercial,-4346.74,5659538.79,N,2025 May 21 09:29:28 PM,2025 May 21 09:29:28 PM,"MULTIPOLYGON (((-114.0619428 51.0718808, -114.0618297 51.071881, -114.0618265 51.071881, -114.0618275 51.0721866, -114.061889 51.0721865, -114.0618893 51.0722646, -114.0619209 51.0722646, -114.0622464 51.0722641, -114.0622463 51.0722305, -114.0622496 51.0722305, -114.0622495 51.0721966, -114.0622466 51.0721966, -114.0622456 51.0718804, -114.0619428 51.0718808)))",144.5070318,1216.868461
143,2,Commercial,-4416.76,5659613.6,N,2025 May 21 09:29:28 PM,2025 May 21 09:29:28 PM,"MULTIPOLYGON (((-114.0632363 51.0728149, -114.0632424 51.0728148, -114.063241 51.0726457, -114.0632367 51.0726458, -114.0628336 51.0726471, -114.0628352 51.0728434, -114.062901 51.0728432, -114.0629008 51.072816, -114.0632363 51.0728149)))",100.7758464,551.0507083
144,2,Commercial,-4403.24,5659646.28,N,2025 May 21 09:29:28 PM,2025 May 21 09:29:28 PM,"MULTIPOLYGON (((-114.0627567 51.072994, -114.0627548 51.0730813, -114.0629344 51.0730828, -114.0629363 51.0729955, -114.0627567 51.072994)))",44.5991647,122.2506719
145,2,Commercial,-4356.18,5659656.27,N,2025 May 21 09:29:28 PM,2025 May 21 09:29:28 PM,"MULTIPOLYGON (((-114.0623507 51.0731895, -114.0623523 51.0730588, -114.0620633 51.0730574, -114.0620628 51.0730971, -114.061994 51.0730968, -114.0619937 51.0731287, -114.0620645 51.073129, -114.0620637 51.0731984, -114.0623359 51.0731997, -114.0623507 51.0731895)))",80.87529701,333.0154433
146,2,Commercial,-4415.02,5659706.96,N,2025 May 21 09:29:28 PM,2025 May 21 09:29:28 PM,"MULTIPOLYGON (((-114.0628981 51.0734017, -114.0628957 51.0737654, -114.0631307 51.0737661, -114.0631318 51.073598, -114.0631331 51.0734023, -114.0628981 51.0734017)))",113.8645721,666.3736391
147,2,Commercial,-4348.95,5659752.64,N,2025 May 21 09:29:28 PM,2025 May 21 09:29:28 PM,"MULTIPOLYGON (((-114.0623129 51.0740001, -114.062312 51.0739164, -114.0620365 51.0739176, -114.0620324 51.0735602, -114.0620921 51.0735599, -114.0620903 51.0734079, -114.0618308 51.0734091, -114.0618354 51.0738056, -114.0618304 51.0738056, -114.0618312 51.0738715, -114.0618708 51.0738713, -114.0618714 51.0739227, -114.0618349 51.0739229, -114.0618364 51.0740475, -114.061838 51.0740475, -114.0618381 51.0740534, -114.0618727 51.0740533, -114.0618729 51.0740741, -114.0620057 51.0740735, -114.0620058 51.0740822, -114.062067 51.0740819, -114.0620668 51.0740725, -114.0621145 51.0740722, -114.0621146 51.0740813, -114.0621782 51.074081, -114.0621781 51.0740732, -114.0622243 51.0740729, -114.0622244 51.074082, -114.0622866 51.0740817, -114.0622865 51.0740729, -114.0623138 51.0740728, -114.0623129 51.0740001)))",234.7399244,1439.044193
148,2,Commercial,-4399.3,5659707.2,N,2025 May 21 09:29:28 PM,2025 May 21 09:29:28 PM,"MULTIPOLYGON (((-114.0628172 51.0736009, -114.0628247 51.0735967, -114.062825 51.0735884, -114.0628255 51.0735787, -114.0628061 51.0735643, -114.0627757 51.0735635, -114.0627548 51.0735776, -114.0627547 51.0735886, -114.0627546 51.0735952, -114.0627752 51.0736082, -114.0628038 51.0736084, -114.0628172 51.0736009)))",16.34730595,20.14043928
149,2,Commercial,-4343.77,5658120.05,N,2025 May 21 09:29:28 PM,2025 May 21 09:29:28 PM,"MULTIPOLYGON (((-114.0620759 51.0589825, -114.0619097 51.0589812, -114.0619092 51.0589944, -114.0618647 51.0589935, -114.0618631 51.0591326, -114.0618465 51.0591325, -114.061846 51.059181, -114.0618627 51.0591813, -114.0618615 51.0592613, -114.0618458 51.0592611, -114.0618446 51.0593099, -114.0618624 51.0593101, -114.0618621 51.0593162, -114.0618888 51.0593165, -114.0618883 51.0593446, -114.0618629 51.0593437, -114.0618627 51.0593542, -114.0618451 51.059354, -114.0618445 51.0594011, -114.061861 51.0594015, -114.0618615 51.0596511, -114.0619077 51.0596514, -114.0619077 51.0596552, -114.0619603 51.0596553, -114.0621129 51.0596558, -114.062113 51.0594672, -114.0620908 51.0594671, -114.0620928 51.059254, -114.0620703 51.0592537, -114.0620757 51.058993, -114.0620759 51.0589825)))",196.182454,1204.763964
150,2,Commercial,-4409.54,5659849.89,N,2025 May 21 09:29:28 PM,2025 May 21 09:29:28 PM,"MULTIPOLYGON (((-114.0627899 51.0748251, -114.0627899 51.0749125, -114.0630858 51.0749126, -114.0630858 51.0748668, -114.0631107 51.0748668, -114.0631108 51.0748279, -114.0630858 51.0748279, -114.0630858 51.0748251, -114.0627899 51.0748251)))",64.42454763,209.2815256
151,2,Commercial,-4352.75,5659865.35,N,2025 May 21 09:29:28 PM,2025 May 21 09:29:28 PM,"MULTIPOLYGON (((-114.0619221 51.0749817, -114.0619223 51.0750767, -114.0619603 51.0750767, -114.0619603 51.0750783, -114.0620217 51.0750782, -114.0620217 51.0750827, -114.0623333 51.0750825, -114.0623331 51.0749585, -114.0623331 51.0749336, -114.0620465 51.0749342, -114.0620214 51.0749342, -114.0620214 51.0749351, -114.0620214 51.0749674, -114.0619587 51.0749675, -114.0619587 51.0749817, -114.0619221 51.0749817)))",90.6860814,442.5050938
152,2,Commercial,-4346.85,5659917.12,N,2025 May 21 09:29:28 PM,2025 May 21 09:29:28 PM,"MULTIPOLYGON (((-114.0621688 51.0755198, -114.0621684 51.0752636, -114.0619192 51.0752637, -114.0619198 51.0756837, -114.0621691 51.0756836, -114.0621688 51.0755198)))",128.373902,816.0014133
153,2,Commercial,-4410.35,5658201.48,N,2025 May 21 09:29:28 PM,2025 May 21 09:29:28 PM,"MULTIPOLYGON (((-114.0627731 51.0599061, -114.062772 51.0601935, -114.0630856 51.060194, -114.0630868 51.0599065, -114.0629619 51.0599064, -114.0627731 51.0599061)))",107.9249858,702.9731552
154,2,Commercial,-4360.09,5658204.88,N,2025 May 21 09:29:28 PM,2025 May 21 09:29:28 PM,"MULTIPOLYGON (((-114.0620866 51.0600276, -114.0620866 51.0600278, -114.062087 51.0600655, -114.0620902 51.0600655, -114.0620902 51.0600995, -114.062075 51.0600994, -114.0620771 51.0601345, -114.0622118 51.0601341, -114.0622119 51.0601245, -114.0623339 51.0601246, -114.0623354 51.0600294, -114.0620866 51.0600276)))",60.29035077,197.1683277
155,2,Commercial,-4360.45,5658233.82,N,2025 May 21 09:29:28 PM,2025 May 21 09:29:28 PM,"MULTIPOLYGON (((-114.0621153 51.06054, -114.0622584 51.0605399, -114.0623004 51.0605398, -114.0623326 51.0605208, -114.062332 51.0602615, -114.0623307 51.0601424, -114.0621516 51.0601426, -114.0621516 51.0601435, -114.0621537 51.0602616, -114.0621537 51.0602798, -114.0621095 51.0602799, -114.0621097 51.0603272, -114.0621034 51.0603272, -114.0621035 51.0603798, -114.062115 51.0603798, -114.0621153 51.06054)))",119.2576309,636.2475717
156,2,Commercial,-4419.05,5658232.61,N,2025 May 21 09:29:28 PM,2025 May 21 09:29:28 PM,"MULTIPOLYGON (((-114.0629735 51.0602161, -114.0628512 51.0602158, -114.0628511 51.0602792, -114.0628511 51.0602965, -114.0628511 51.0603288, -114.0628512 51.0604439, -114.0631995 51.0604439, -114.0631995 51.0604404, -114.0632565 51.0604404, -114.0632565 51.0604392, -114.0632564 51.0602613, -114.0632564 51.060261, -114.063254 51.0602163, -114.0629735 51.0602161)))",107.341967,717.8985762
157,2,Commercial,-4356.44,5660005.35,N,2025 May 21 09:29:28 PM,2025 May 21 09:29:28 PM,"MULTIPOLYGON (((-114.0619973 51.0762066, -114.0619919 51.0762066, -114.061992 51.076238, -114.0619828 51.076238, -114.0619829 51.0762573, -114.061992 51.0762573, -114.061992 51.0762809, -114.0621352 51.076282, -114.0621353 51.0762775, -114.062215 51.0762772, -114.0622152 51.076366, -114.0623717 51.0763638, -114.0623717 51.0763618, -114.0623716 51.0763231, -114.0623761 51.0763231, -114.062376 51.0762732, -114.062372 51.076273, -114.0623727 51.076187, -114.0623389 51.0761676, -114.0620633 51.0761676, -114.0620631 51.0761844, -114.0620771 51.0761844, -114.0620771 51.0762068, -114.0620729 51.0762068, -114.0620729 51.076203, -114.0620429 51.0762029, -114.0620429 51.0762066, -114.0619973 51.0762066)))",101.4209046,414.1880884
158,2,Commercial,-4407.52,5660023.27,N,2025 May 21 09:29:28 PM,2025 May 21 09:29:28 PM,"MULTIPOLYGON (((-114.0630742 51.076311, -114.0630743 51.0763083, -114.0627495 51.0763075, -114.0627487 51.0764426, -114.062748 51.0765465, -114.0630728 51.0765473, -114.0630728 51.0765456, -114.0630734 51.0764424, -114.0630742 51.0763214, -114.0630742 51.076311)))",98.69379866,605.0076052
159,2,Commercial,-4415.81,5658338.91,N,2025 May 21 09:29:28 PM,2025 May 21 09:29:28 PM,"MULTIPOLYGON (((-114.0632531 51.0608354, -114.0632531 51.0608309, -114.0630268 51.0608303, -114.0630249 51.0611082, -114.0627821 51.0611075, -114.0627819 51.0611346, -114.0627662 51.0611346, -114.0627642 51.0614238, -114.0628439 51.0614241, -114.0628432 51.0614719, -114.0628926 51.0614722, -114.0628928 51.0614622, -114.0631024 51.0614635, -114.0631028 51.0614394, -114.0632472 51.0614398, -114.0632485 51.0611966, -114.0631945 51.0611626, -114.0631954 51.0611082, -114.0632512 51.0611083, -114.0632531 51.0608354)))",216.284295,1745.857409
160,2,Commercial,-4414.7,5658437.07,N,2025 May 21 09:29:28 PM,2025 May 21 09:29:28 PM,"MULTIPOLYGON (((-114.0627435 51.0619992, -114.0627616 51.0619992, -114.0627618 51.0621522, -114.0627864 51.0621659, -114.0628264 51.0621657, -114.0628281 51.0622035, -114.0627799 51.0622038, -114.0627604 51.0622162, -114.0627617 51.0623176, -114.0627852 51.0623306, -114.0628308 51.0623306, -114.0628308 51.0623343, -114.0632489 51.0623341, -114.0632486 51.0620015, -114.0632374 51.0620015, -114.0632289 51.0619964, -114.0630965 51.0619964, -114.0630894 51.0620016, -114.0630765 51.0620016, -114.0629241 51.0620017, -114.0629237 51.0616548, -114.0629237 51.0616523, -114.062739 51.0616532, -114.0627435 51.0619992)))",229.8483106,1741.121675
161,2,Commercial,-4351.33,5658405.69,N,2025 May 21 09:29:28 PM,2025 May 21 09:29:28 PM,"MULTIPOLYGON (((-114.0622945 51.061991, -114.0622941 51.0616606, -114.0622677 51.0616606, -114.0622677 51.0616531, -114.0618551 51.0616534, -114.0618557 51.0621196, -114.0620446 51.0621195, -114.0623246 51.0621193, -114.0623244 51.061991, -114.0622945 51.061991)))",169.4557043,1624.248502
162,2,Commercial,-4358.63,5658446.69,N,2025 May 21 09:29:28 PM,2025 May 21 09:29:28 PM,"MULTIPOLYGON (((-114.0622702 51.0621428, -114.0620445 51.0621432, -114.0620449 51.0622493, -114.0620451 51.0622763, -114.0620454 51.0623409, -114.062079 51.0623409, -114.0620791 51.062367, -114.0623384 51.0623665, -114.0623379 51.0622494, -114.0623445 51.0622494, -114.062344 51.0621247, -114.0622702 51.0621248, -114.0622702 51.0621428)))",95.78327818,520.3122143
163,2,Commercial,-4352.37,5660052.25,N,2025 May 21 09:29:28 PM,2025 May 21 09:29:28 PM,"MULTIPOLYGON (((-114.0622694 51.076734, -114.0622692 51.0767319, -114.0623174 51.0767319, -114.0623284 51.0767319, -114.0623282 51.0766521, -114.0623164 51.0766521, -114.0622718 51.0766522, -114.0622676 51.076652, -114.0622472 51.0766512, -114.0622464 51.0766486, -114.0622486 51.076646, -114.0622541 51.0766425, -114.0622611 51.0766378, -114.0622688 51.0766323, -114.0622731 51.0766274, -114.0622732 51.0766265, -114.0622737 51.0766234, -114.0622737 51.0766173, -114.06227 51.0766113, -114.0622653 51.076605, -114.0622642 51.0766046, -114.0622532 51.0766007, -114.0622405 51.0765983, -114.0622278 51.076598, -114.0622123 51.076598, -114.0622129 51.0765097, -114.0622129 51.0765075, -114.0619213 51.0765075, -114.0619208 51.0768694, -114.0622478 51.0768692, -114.0622476 51.0767341, -114.0622634 51.0767341, -114.0622694 51.076734)))",138.9889421,953.5945445
164,2,Commercial,-4406.79,5660054.3,N,2025 May 21 09:29:28 PM,2025 May 21 09:29:28 PM,"MULTIPOLYGON (((-114.0630096 51.0767295, -114.0630095 51.0767174, -114.0630095 51.0766662, -114.0627928 51.0766663, -114.0627929 51.0767465, -114.0630096 51.0767464, -114.0630096 51.0767295)))",48.21321605,135.4597573
165,2,Commercial,-4405.48,5660066.39,N,2025 May 21 09:29:28 PM,2025 May 21 09:29:28 PM,"MULTIPOLYGON (((-114.0629811 51.0767739, -114.0628032 51.0767736, -114.062803 51.0768036, -114.0627843 51.0768035, -114.0627842 51.0768279, -114.0628013 51.0768279, -114.0628012 51.0768563, -114.0629807 51.0768566, -114.062981 51.0768066, -114.0629811 51.0767739)))",45.96376042,118.6280189
166,2,Commercial,-4364.2,5660066.1,N,2025 May 21 09:29:28 PM,2025 May 21 09:29:28 PM,"MULTIPOLYGON (((-114.0623227 51.0768307, -114.0623215 51.0767941, -114.0622645 51.0767949, -114.0622657 51.0768315, -114.0623227 51.0768307)))",16.13493182,16.26949613
167,2,Commercial,-4414.46,5660110.04,N,2025 May 21 09:29:28 PM,2025 May 21 09:29:28 PM,"MULTIPOLYGON (((-114.0628595 51.0773084, -114.0628595 51.0773086, -114.0628595 51.0773107, -114.0631631 51.0773107, -114.063163 51.077104, -114.0630597 51.0771041, -114.0629955 51.0771041, -114.0629919 51.0771041, -114.0629907 51.0771041, -114.0629907 51.0771131, -114.0629907 51.0772165, -114.0628594 51.0772166, -114.0628595 51.0772821, -114.0628595 51.0773084)))",88.51292129,373.91313
168,2,Commercial,-4399.45,5661363.2,N,2025 May 21 09:29:28 PM,2025 May 21 09:29:28 PM,"MULTIPOLYGON (((-114.0627266 51.0885415, -114.0627268 51.088552, -114.0627487 51.0885658, -114.0627489 51.0885781, -114.0627632 51.0885874, -114.0628576 51.0885874, -114.0628727 51.088577, -114.062873 51.0885106, -114.0628933 51.0884973, -114.0628982 51.0884941, -114.0628981 51.0884578, -114.0628932 51.0884578, -114.0628934 51.0883586, -114.0627997 51.0883585, -114.0627295 51.0883584, -114.062729 51.0885415, -114.0627266 51.0885415)))",71.69537862,275.6253867
169,2,Commercial,-4412.66,5658517.77,N,2025 May 21 09:29:28 PM,2025 May 21 09:29:28 PM,"MULTIPOLYGON (((-114.0628412 51.0627621, -114.0627805 51.0627784, -114.0627544 51.0627912, -114.062743 51.0628342, -114.0627415 51.0628609, -114.0627402 51.0628978, -114.0627634 51.0628981, -114.062759 51.0630228, -114.0632433 51.0630245, -114.0632441 51.0629342, -114.0631916 51.062934, -114.0631921 51.0628678, -114.0632427 51.0628549, -114.0632442 51.0627649, -114.0632347 51.0627648, -114.0628412 51.0627621)))",131.4974089,957.1453735
170,2,Commercial,-4353.17,5658541.4,N,2025 May 21 09:29:28 PM,2025 May 21 09:29:28 PM,"MULTIPOLYGON (((-114.0622878 51.0629482, -114.0622446 51.0629453, -114.062005 51.062945, -114.062005 51.0629333, -114.0619637 51.0629332, -114.0619636 51.0629425, -114.0619636 51.0629832, -114.061907 51.0629832, -114.0619069 51.0630926, -114.0619069 51.0630931, -114.0620035 51.0630953, -114.0620024 51.0632589, -114.0620041 51.0632589, -114.0621067 51.0632591, -114.0621067 51.0632673, -114.0623067 51.0632691, -114.0623069 51.063263, -114.062308 51.0632114, -114.0623251 51.0632018, -114.0623286 51.0630931, -114.0623286 51.0630907, -114.062303 51.0630901, -114.0623048 51.0630053, -114.0622862 51.0629953, -114.0623239 51.062972, -114.0622878 51.0629482)))",133.7018288,870.678481
171,2,Commercial,-4415.28,5658546.01,N,2025 May 21 09:29:28 PM,2025 May 21 09:29:28 PM,"MULTIPOLYGON (((-114.0627628 51.0632177, -114.0628268 51.0632588, -114.062831 51.0632588, -114.0631919 51.0632604, -114.0631918 51.0632636, -114.0632418 51.0632638, -114.0632428 51.0632638, -114.0632454 51.0630328, -114.062758 51.0630306, -114.0627577 51.0630555, -114.0627646 51.0630555, -114.0627628 51.0632177)))",117.0877333,846.0546405
172,2,Commercial,-4347.37,5660155.61,N,2025 May 21 09:29:28 PM,2025 May 21 09:29:28 PM,"MULTIPOLYGON (((-114.0621578 51.0774777, -114.0621578 51.077476, -114.0621578 51.0774742, -114.0619272 51.077474, -114.0619271 51.0775614, -114.0619611 51.0775614, -114.061961 51.0776113, -114.0619263 51.0776112, -114.061926 51.0777609, -114.0621593 51.0777611, -114.0621595 51.0776764, -114.0621827 51.0776764, -114.0621829 51.0775579, -114.0621576 51.0775579, -114.0621578 51.0774777)))",104.5598534,527.8954621
173,2,Commercial,-4409.46,5660162.93,N,2025 May 21 09:29:28 PM,2025 May 21 09:29:28 PM,"MULTIPOLYGON (((-114.0628469 51.0777418, -114.0630343 51.0777418, -114.0630343 51.077739, -114.0630342 51.0776588, -114.0630342 51.0776239, -114.0630318 51.0776239, -114.0628468 51.0776239, -114.0628469 51.0777418)))",52.49351189,172.2110704
174,2,Commercial,-4356.79,5660201.94,N,2025 May 21 09:29:28 PM,2025 May 21 09:29:28 PM,"MULTIPOLYGON (((-114.0620662 51.077986, -114.0620661 51.07799, -114.0620659 51.0780817, -114.0623128 51.078082, -114.0623131 51.0779863, -114.0621504 51.0779861, -114.0620662 51.077986)))",55.89326202,184.2146122
175,2,Commercial,-4404.7,5660240.94,N,2025 May 21 09:29:28 PM,2025 May 21 09:29:28 PM,"MULTIPOLYGON (((-114.0629915 51.0783235, -114.0627561 51.078323, -114.0627561 51.078326, -114.0627556 51.0784449, -114.0629909 51.0784454, -114.0629915 51.0783295, -114.0629915 51.0783235)))",60.10338522,223.635647
176,2,Commercial,-4414.59,5658618.22,N,2025 May 21 09:29:28 PM,2025 May 21 09:29:28 PM,"MULTIPOLYGON (((-114.0627528 51.0637158, -114.062753 51.0637489, -114.0627525 51.0637489, -114.0627469 51.0637489, -114.0627474 51.0638545, -114.0627546 51.0641077, -114.0627546 51.0641152, -114.0629371 51.0641149, -114.0629372 51.0641339, -114.0632433 51.0641333, -114.063242 51.0638525, -114.0630149 51.0638529, -114.0630144 51.063751, -114.0630165 51.0637176, -114.0632179 51.0637189, -114.0632216 51.0635006, -114.0632222 51.0634683, -114.063204 51.0634681, -114.0632041 51.0634609, -114.0631301 51.0634604, -114.0631299 51.0634681, -114.0630692 51.0634677, -114.0630694 51.0634595, -114.062755 51.0634574, -114.0627506 51.0637158, -114.0627525 51.0637158, -114.0627528 51.0637158)))",249.6530517,2268.544576
177,2,Commercial,-4349.03,5658592.63,N,2025 May 21 09:29:28 PM,2025 May 21 09:29:28 PM,"MULTIPOLYGON (((-114.0620305 51.0636404, -114.0622592 51.0636418, -114.0622605 51.0635616, -114.0622741 51.0635497, -114.0622755 51.0635236, -114.0622416 51.0635042, -114.0622211 51.0634973, -114.0622109 51.0634968, -114.0620919 51.063496, -114.0620919 51.0634934, -114.0618593 51.0634919, -114.0618583 51.0635501, -114.061858 51.0635735, -114.0620319 51.0635749, -114.0620305 51.0636404)))",88.53612972,371.1842822
178,2,Commercial,-4355.38,5658606.43,N,2025 May 21 09:29:28 PM,2025 May 21 09:29:28 PM,"MULTIPOLYGON (((-114.0622934 51.0636744, -114.0622686 51.0636744, -114.0622687 51.0636591, -114.0622687 51.0636539, -114.0621135 51.0636536, -114.0621135 51.0636586, -114.0620071 51.0636584, -114.0620068 51.0637279, -114.0621167 51.0637281, -114.0621167 51.0637242, -114.0622673 51.0637245, -114.0622674 51.0637054, -114.0622932 51.0637054, -114.0622932 51.0636996, -114.0622934 51.0636744)))",56.71791353,149.0030454
179,2,Commercial,-4362.46,5658616.75,N,2025 May 21 09:29:28 PM,2025 May 21 09:29:28 PM,"MULTIPOLYGON (((-114.0621492 51.0638268, -114.0623208 51.0638278, -114.0623542 51.0638167, -114.0623555 51.0637525, -114.062322 51.0637405, -114.0621511 51.0637395, -114.0621481 51.0637395, -114.0621469 51.0638268, -114.0621492 51.0638268)))",46.58116401,138.1448764
180,2,Commercial,-4351.12,5658649.7,N,2025 May 21 09:29:28 PM,2025 May 21 09:29:28 PM,"MULTIPOLYGON (((-114.0620462 51.063839, -114.0618322 51.0638379, -114.061832 51.0638567, -114.0618294 51.0640571, -114.0620237 51.0640581, -114.0620433 51.0640582, -114.06204 51.0643203, -114.062274 51.0643215, -114.062275 51.0643208, -114.0623328 51.0642851, -114.0623357 51.064059, -114.0623469 51.064059, -114.0623497 51.0638405, -114.0621492 51.0638395, -114.0620462 51.063839)))",177.2331285,1473.65857
181,2,Commercial,-4352.99,5658713.39,N,2025 May 21 09:29:28 PM,2025 May 21 09:29:28 PM,"MULTIPOLYGON (((-114.0622593 51.0645055, -114.0619786 51.0645051, -114.0619784 51.0645573, -114.0619647 51.0645572, -114.0619646 51.0645924, -114.0619207 51.0645923, -114.0619199 51.0647993, -114.0621536 51.0647997, -114.0621535 51.0648105, -114.0621946 51.0648106, -114.0621946 51.0648, -114.0622725 51.0648001, -114.0622726 51.0647786, -114.0623138 51.0647786, -114.0623148 51.064541, -114.0622593 51.0645055)))",120.8169764,857.5208795
182,2,Commercial,-4412.08,5660262.42,N,2025 May 21 09:29:28 PM,2025 May 21 09:29:28 PM,"MULTIPOLYGON (((-114.063082 51.0784997, -114.0628784 51.0784986, -114.0628763 51.0786549, -114.0630799 51.078656, -114.0630803 51.0786262, -114.0630819 51.0785036, -114.063082 51.0784997)))",63.30899267,248.0436837
